Product ID,Product Title,Product Subtitle,Product Label,Product Features,Product Images,Digital Assets - Main Product Image,Digital Assets - 45-Degree Angled View,Digital Assets - Front View,Digital Assets - Left Side View,Digital Assets - Right Side View,Digital Assets - Top View,Digital Assets - Back View,Digital Assets - Packaging 45 Degree Angled View,Digital Assets - Packaging Back View,Digital Assets - Packaging Front View,Digital Assets - Packaging Left Side View,Digital Assets - Packaging Right Side View,Digital Assets - Feature Image 1,Digital Assets - Feature Image 2,Digital Assets - Feature Image 3,Digital Assets - Feature Image 4,Digital Assets - Feature Image 5,Digital Assets - Feature Image 6,Digital Assets - Feature Image 7,Digital Assets - Additional Feature Images,Digital Assets - Lifestyle Image 1,Digital Assets - Lifestyle Image 2,Digital Assets - Lifestyle Image 3,Digital Assets - Lifestyle Image 4,Digital Assets - Lifestyle Image 5,Digital Assets - Lifestyle Image 6,Digital Assets - Lifestyle Image 7,Digital Assets - Additional Lifestyle Images,Digital Assets - Product Assembly Video,Digital Assets - Product Installation Video,Digital Assets - Product Marketing Video,Digital Assets - Product Teaser Video,Digital Assets - Product Training Video,Digital Assets - Assembly/Instructional Guide - PDF,Digital Assets - DoC (Declaration of Conformity) - PDF,Digital Assets - DoP (Declaration of Performance and Test Reports) - PDF,Digital Assets - Energy Guide - PDF,Digital Assets - FSC Certification for Packaging - PDF,Digital Assets - FSC Certification for Product - PDF,Digital Assets - Installation Guide - PDF,Digital Assets - POPs (Persistent Organic Pollutants) - PDF,Digital Assets - Product Certifications - PDF,"Digital Assets - REACH (Registration, Evaluation, Authorization, and Restriction of Chemicals) - PDF",Digital Assets - Safety Data Sheet (SDS) - PDF,Digital Assets - Sell Sheet - PDF,Digital Assets - SHVC (Substances of Very High Concern) - PDF,Digital Assets - Use & Care Manual - PDF,PRODUCT DESCRIPTIONS - Long Description,PRODUCT DESCRIPTIONS - Shortened Description,PRODUCT DESCRIPTIONS - Collated Feature & Benefit,PRODUCT DESCRIPTIONS - Sell Sheet - PDF,PRODUCT DESCRIPTIONS - Assembly/Instructional Guide - PDF,PRODUCT DESCRIPTIONS - Energy Guide - PDF,PRODUCT DESCRIPTIONS - Installation Guide - PDF,PRODUCT DESCRIPTIONS - Safety Data Sheet (SDS) - PDF,PRODUCT DESCRIPTIONS - Use & Care Manual - PDF,PRODUCT DESCRIPTIONS - Assembly/Instructional Guide - PDF,PRODUCT DESCRIPTIONS - Energy Guide - PDF,PRODUCT DESCRIPTIONS - Installation Guide - PDF,PRODUCT DESCRIPTIONS - Safety Data Sheet (SDS) - PDF,PRODUCT DESCRIPTIONS - Use & Care Manual - PDF,Packaged Dimensions - Package Depth - Centimeters,Packaged Dimensions - Package Depth - Inches,Packaged Dimensions - Package Depth - Millimeters,Packaged Dimensions - Package Height - Centimeters,Packaged Dimensions - Package Height - Inches,Packaged Dimensions - Package Height - Millimeters,Packaged Dimensions - Package Width - Centimeters,Packaged Dimensions - Package Width - Millimeters,Packaged Dimensions - Package Width - Inches,Packaged Dimensions - Package Weight - Grams,Packaged Dimensions - Package Weight - Kilograms,Packaged Dimensions - Package Weight - Pounds
OX-T630602,Trade 30m/100' ABS Chalk Reel w/ Grip Value Pack - Standard Bold Line / 6:1 Gear Ratio,General Hand Tools > Marking > Chalk Reels & Powder,OX-T630602,"ABS body with rubber over mould ​, 30m bold line, Cotton + Nylon line, Integrated hook storage in housing, 6:1 planetary gears for quick reeling​, Pointed tip for easy corner access, Clutch release & steel crank for durability​",http://images.salsify.com/image/upload/s--zSZzT5MS--/shuvkmvfaufplmfehzzc.png,http://images.salsify.com/image/upload/s--zSZzT5MS--/shuvkmvfaufplmfehzzc.png,http://images.salsify.com/image/upload/s--8gLBK9bP--/h3tirjxhkt8yswhhwsuw.png,http://images.salsify.com/image/upload/s--zSZzT5MS--/shuvkmvfaufplmfehzzc.png,http://images.salsify.com/image/upload/s---TLDTZsx--/egwx0x7w0jnecc7kjhhu.png,http://images.salsify.com/image/upload/s--VI97d4zU--/mppmnh14wuzpixezvetp.png,,http://images.salsify.com/image/upload/s--x__U4yyf--/p2gweyqbctr1slcppjuu.png,http://images.salsify.com/image/upload/s--FUO9zts_--/ebh5idncg0rcrmfncz3p.png,http://images.salsify.com/image/upload/s--4wtm3n3A--/mycalarpzmatt2wszej5.png,"http://images.salsify.com/image/upload/s--c-bGfjWk--/vfkogucfpu5plb0ybkql.png, http://images.salsify.com/image/upload/s--fMkWft-s--/bpj9x9ksbxkpn9zze7dh.png",,http://images.salsify.com/image/upload/s--ihFEFCLp--/nblvcpkgkcwkmsrhjgwx.png,http://images.salsify.com/image/upload/s--a9R-47Xj--/joljaops2huad6xapnzg.png,http://images.salsify.com/image/upload/s--hO4B3pES--/xe1sofyvykaecyohke2u.png,http://images.salsify.com/image/upload/s--yV-kpasv--/tqolsnqeaiqa6hbocw8q.png,http://images.salsify.com/image/upload/s--RoDIvWEX--/yp4illomi25xjmrx3aog.png,,,,,,,,,,,,,,,http://images.salsify.com/video/upload/s--FqA87DL5--/k15bfrty15w7rj33f4sc.mp4,,,http://images.salsify.com/image/upload/s--9a6Vun_F--/migszqvx5x0ezictfuys.pdf,,,,,,,,,,,http://images.salsify.com/image/upload/s--flM4DJLW--/dmib7tgohtgq9ghohwu5.pdf,,,,"The OX Trade Series Chalk Reel features a durable ABS body with a rubber overmould for enhanced grip and protection. Equipped with a 30m bold line made from a cotton and nylon blend, it ensures precise and durable marking. The integrated hook storage keeps your tool organised, while the 6:1 planetary gears allow for rapid reeling. Designed with a pointed tip for easy corner access, the reel also includes a clutch release and steel crank, making it a reliable tool for any professional contractor.","ABS body with rubber over mould ​, 30m bold line, Cotton + Nylon line, Integrated hook storage in housing, 6:1 planetary gears for quick reeling​, Pointed tip for easy corner access, Clutch release & steel crank for durability​",http://images.salsify.com/image/upload/s--flM4DJLW--/dmib7tgohtgq9ghohwu5.pdf,http://images.salsify.com/image/upload/s--9a6Vun_F--/migszqvx5x0ezictfuys.pdf,,,,,http://images.salsify.com/image/upload/s--9a6Vun_F--/migszqvx5x0ezictfuys.pdf,,,,,6.8,2.68,68.0,15,5.91,150.0,18.5,185.0,7.28,345,0.345,0.76
OX-P530812,"Pro SST Mud Pan | 12"" / 300mm",Wet Trade Hand Tools > Plastering Tools > Mud Pans,OX-P530812,"Stainless steel construction with sheared sides for cleaning knives, Polished interior surfaces for easy cleaning, Tapered ends and sides, Welded ends for a strong smooth interior finish with watertight seams, Bottom of pan is contoured for easy scooping and clean up",http://images.salsify.com/image/upload/s--02S6RkjM--/64232409016d00a69da5873a4811bfa764a63d68.jpg,http://images.salsify.com/image/upload/s--02S6RkjM--/64232409016d00a69da5873a4811bfa764a63d68.jpg,http://images.salsify.com/image/upload/s--oZLgWI67--/11afc1d305a262f5bffadfeb24f7f533789166a3.jpg,http://images.salsify.com/image/upload/s--qXIN7mua--/569b1b73a0bcf6dfac37b7e6940c1a3513f9ac17.jpg,http://images.salsify.com/image/upload/s--tjGQ62lh--/4e4cbccf711f1cb7ba8d848f805acb7ebd36b697.jpg,http://images.salsify.com/image/upload/s--FNSJ43wt--/05f28071d75d1507a5e6f12173d6ca71d47ab468.jpg,http://images.salsify.com/image/upload/s--gTrs2m0B--/b71cf9e1a2da798b575b022f087eb1d2dc71b17f.jpg,http://images.salsify.com/image/upload/s--qAQ_-Es2--/0352bdd48725bc1196ab616f0e4a91fd9ae9bb3e.jpg,,,,,,http://images.salsify.com/image/upload/s--wF8kY-CF--/863867ce822ef365c62fca6d71e6c98eccbcd242.jpg,,,,,,,http://images.salsify.com/image/upload/s--sUa7XfAX--/quldvd2vywd0bkrujhgo.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Pro Stainless Steel Mud Pan comes in both 12"" and 14"". The mud pan has smooth corners to prevent build-up, sheared sides for cleaning knives and polished interior surfaces for easy cleaning. The bottom of the pan is contoured for easy scopping and clean-up.","Stainless steel construction with sheared sides for cleaning knives, Polished interior surfaces for easy cleaning, Tapered ends and sides, Welded ends for a strong smooth interior finish with watertight seams, Bottom of pan is contoured for easy scooping and clean up",,,,,,,,,,,,10.5,4,105.0,9,5,90.0,35,350.0,14.5,600,0.6,3
OX-P010125,"Pro Taper Ground Small Tool | 1"" / 25mm",Wet Trade Hand Tools > Plastering Tools > Small Tools,OX-P010125,,http://images.salsify.com/image/upload/s--70y-0kT9--/lnjnjhl6a5fz3ywlbbc9.png,http://images.salsify.com/image/upload/s--70y-0kT9--/lnjnjhl6a5fz3ywlbbc9.png,http://images.salsify.com/image/upload/s--NldX48UA--/mjktdvxkmojqaywrspea.png,http://images.salsify.com/image/upload/s--gXA9WEo2--/ehfo6zbxmgpoivx3poro.png,,,,,http://images.salsify.com/image/upload/s--70y-0kT9--/lnjnjhl6a5fz3ywlbbc9.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,13.39,340.0,2,0.79,20.0,8,80.0,3.15,80,0.08,0.08
OX-P018505,"Pro Philidelphia Pattern Pointing Trowel - OX Grip | 5"" / 127mm",Wet Trade Hand Tools > Masonry Tools > Masonry Trowels,OX-P018505,"DURAGRIP handle with finger protection, High quality carbon steel, Straight welded shank, Soft grip handle for extreme comfort, .",http://images.salsify.com/image/upload/s--dBHVqr4L--/mogj4ip1enzgkeyemxwz.png,http://images.salsify.com/image/upload/s--dBHVqr4L--/mogj4ip1enzgkeyemxwz.png,http://images.salsify.com/image/upload/s--dBHVqr4L--/mogj4ip1enzgkeyemxwz.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The OX Pro 5"" Pointing Trowel Philadelphia features a straight welded shank made from high quality carbon steel. Its DURAGRIP handle with finger protection also features a soft grip handle for extreme comfort.","DURAGRIP handle with finger protection, High quality carbon steel, Straight welded shank, Soft grip handle for extreme comfort, .",,,,,,,,,,,,10,,100.0,31,,310.0,7.5,75.0,,169,0.169,0.39
ME-DSHR03,OX Hammer Rack - Suits 3 Hammers,Marketing & Promotional > Merchandising > Pegboard Attachments,ME-DSHR03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,9.84,250.0,53,20.87,530.0,16,160.0,6.3,2600,2.6,5.73
OX-W5561 : OX-W556106,OX Ultra Engineered Short Charcoal- XXL,Tool Storage > Workwear > Shorts,OX-W5561 : OX-W556106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-P638CS2,OX Pro Shot Deep Hole Chalk Spray Replacement Canister,,OX-P638CS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-P049710,OX Pro Hopper Gun Spare Part - Regulator Guide,Wet Trade Hand Tools > Plastering Tools > Hopper Guns & Accessories,OX-P049710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.97,50.0,5,1.97,50.0,5,50.0,1.97,100,0.1,0.22
OX-P600510,PC Steel slotted drawer dividers for OX-P600310 Stacker Drawer,Tool Storage > Hard Storage > Organizers,OX-P600510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-P635201,"OX PRO 78""-144"" SPEEDFRAME",General Hand Tools > Layout,OX-P635201,,http://images.salsify.com/image/upload/s--YbIQHj04--/be13cbb95c3aeeda3f114e41ceaa17da7868d938.jpg,http://images.salsify.com/image/upload/s--YbIQHj04--/be13cbb95c3aeeda3f114e41ceaa17da7868d938.jpg,http://images.salsify.com/image/upload/s--h1eunYGB--/32c2e3582b2b40fea23465a4f10689ddccd228f0.jpg,http://images.salsify.com/image/upload/s--Y3EurutD--/22ff4b0913ec3d6a1a7e7ab1cd065a61ae2c30fb.jpg,http://images.salsify.com/image/upload/s--oZOQdS7Q--/6fd5cfe72bad77212c4a5ca774928614ff331577.jpg,http://images.salsify.com/image/upload/s--mXuBDdXP--/5e67422ac6e3dbc36da03ad1ea0663998008af7f.jpg,http://images.salsify.com/image/upload/s--jGxZiEhA--/b4b18269ac4042f73888992cdc67fb584d3f1cc3.jpg,http://images.salsify.com/image/upload/s--LdH6HbDU--/e4ef9eecd26603d27840d775bcecaf29e51d141d.jpg,,,,,,http://images.salsify.com/image/upload/s--Nw1OefJG--/b3fc37adc9d250aa748df2e890cd7f825aca6da4.jpg,http://images.salsify.com/image/upload/s--gFUOFb_v--/f76c0535f69d5c1ec02190d3e8a71647191fac54.jpg,http://images.salsify.com/image/upload/s--ZXhfxszT--/8d8e7839d64d235d2dd27c2a6fd7584a0d9da555.jpg,http://images.salsify.com/image/upload/s--RAlQs4lX--/a4878af511590f7c3a560cea448ccc662c544e21.jpg,http://images.salsify.com/image/upload/s--h5c2XtPW--/ab88049aa29d435cfe53f86c7603d2994a7de72e.jpg,http://images.salsify.com/image/upload/s--Zxv7AsOF--/74d7eb50f9f93788e8f2bd0154fba3eaa3087873.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-PCRB-5/10,"OX Pro 5"" Spiral Segment Cup Wheel - 10 Segments | 22.2mm Bore",Power Tool Accessories > Cup Wheels > Turbo Cup Wheels,OX-PCRB-5/10,,http://images.salsify.com/image/upload/s--yWID2lqq--/ylbfoave6dvkxzyv6xlm.png,http://images.salsify.com/image/upload/s--yWID2lqq--/ylbfoave6dvkxzyv6xlm.png,,http://images.salsify.com/image/upload/s--yWID2lqq--/ylbfoave6dvkxzyv6xlm.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,4.92,,,,1.18,,,0.91
OX-T408407,OX Trade 75mm Joint Knife - Stainless Steel,Wet Trade Hand Tools > Plastering Tools > Joint Knives,OX-T408407,,http://images.salsify.com/image/upload/s--jhddoqpF--/ftr2bdyxegejytyw57nv.png,http://images.salsify.com/image/upload/s--jhddoqpF--/ftr2bdyxegejytyw57nv.png,http://images.salsify.com/image/upload/s--Yiwhjk4R--/fi7vcesystcnt42zt507.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,7.87,600.0,3,3.15,30.0,60,600.0,0.63,816,0.816,0.15
JB28,Spectrum Plastic Guide For 28mm Core,Power Tool Accessories > Core Bits > Core Bit Accessories,JB28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,25.0,17,,170.0,8,80.0,,30,0.03,
OX-W556006,OX Ultra Engineered Jogger Grey - XXL,Tool Storage > Workwear > Trousers,OX-W556006,"Ultra-comfortable, breathable and stylish jogger, Ribbed elasticated waistband, cuffs, Zipped pockets, Made from 86% Polyester 14% Elastane -256gsm",http://images.salsify.com/image/upload/s--wIG8CKh8--/kr9aak16ctcjjfxlg32o.png,http://images.salsify.com/image/upload/s--wIG8CKh8--/kr9aak16ctcjjfxlg32o.png,http://images.salsify.com/image/upload/s--wIG8CKh8--/kr9aak16ctcjjfxlg32o.png,http://images.salsify.com/image/upload/s---6aNWvwi--/ed8oad4y7w8iai67ceqk.png,,,,http://images.salsify.com/image/upload/s--eytM_uls--/vd2zetyjqrehc2ekx6zw.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OX Ultra Engineered Jogger Grey, Ultra-comfortable, breathable and stylish jogger with ribbed elasticated waistband, cuffs and zipped pockets. Made from 86% Polyester 14% Elastane -256gsm","Ultra-comfortable, breathable and stylish jogger, Ribbed elasticated waistband, cuffs, Zipped pockets, Made from 86% Polyester 14% Elastane -256gsm",,,,,,,,,,,,5,,50.0,38,,380.0,30,300.0,,519,0.519,
OX-P266502,Pro Dynamic Nylon Smart Phone Holder,Tool Storage > Tool Belts & Pouches > Holders,OX-P266502,,,,http://images.salsify.com/image/upload/s--i3pC5ZVc--/lct7nz6pqfenxtsykzeg.jpg,http://images.salsify.com/image/upload/s--Fl4j1eb9--/enmuyvulldueektqimvz.jpg,,,,http://images.salsify.com/image/upload/s--xR1t9y1H--/erdgcjawkqkv8bkk9pj7.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,1.25,,,,5,,,0.28
OX-TCT-5,"OX Trade TCT 5"" Continuous Rim Diamond Blade - Ceramics",Power Tool Accessories > Diamond Blades > Tile Blades,OX-TCT-5,,http://images.salsify.com/image/upload/s--4FnKRoN8--/yo0sqnvksdru4pt5vhyo.png,http://images.salsify.com/image/upload/s--4FnKRoN8--/yo0sqnvksdru4pt5vhyo.png,http://images.salsify.com/image/upload/s--BvyrK_Co--/z2j47fyujugcgplkyzru.jpg,http://images.salsify.com/image/upload/s--YxXxEw4l--/x8gs386wk2wz9jm266h5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,,143.0,0.5,,5.0,12.8,128.0,,130,0.13,
OX-JX03,"OX Hex Adaptor Pack (JX01, JB09 & JB05)",Power Tool Accessories > Core Bits > Core Bit Accessories,OX-JX03,,http://images.salsify.com/image/upload/s--qRdjMur9--/bgffiyy7qlad680cgjfv.jpg,http://images.salsify.com/image/upload/s--qRdjMur9--/bgffiyy7qlad680cgjfv.jpg,http://images.salsify.com/image/upload/s--qRdjMur9--/bgffiyy7qlad680cgjfv.jpg,http://images.salsify.com/image/upload/s--qJpF03uN--/p9r0wzjizhzva4gynzps.jpg,,,,http://images.salsify.com/image/upload/s--JRkvqvyp--/liqdfr2venbojgf1vgvj.jpg,,,http://images.salsify.com/image/upload/s--2LO_0Q9K--/bxs26dwyqnewdghx8x92.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,7.87,200.0,5,1.97,50.0,10,100.0,3.94,600,0.6,1.32
OX-P440015,OX Pro Olive Removal Tool 15mm,General Hand Tools > Pliers > Olive Removal Tools,OX-P440015,"Heavy duty olive removal tool, Removes an olive from copper pipe without damaging the pipe, Dipped handles for comfort and grip, 15mm, .",http://images.salsify.com/image/upload/s--n41M9kVY--/int0vunkkth5n4fnh62q.png,http://images.salsify.com/image/upload/s--n41M9kVY--/int0vunkkth5n4fnh62q.png,http://images.salsify.com/image/upload/s--PVUdyAat--/nxcsh8odpws3ocpda2ws.jpg,http://images.salsify.com/image/upload/s--n41M9kVY--/int0vunkkth5n4fnh62q.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The OX Pro Olive Removal Tool 15mm is a heavy duty tool that makes it easy to remove an olive from copper pipes without damaging them. The dipped handles provide comfort and a secure grip.,"Heavy duty olive removal tool, Removes an olive from copper pipe without damaging the pipe, Dipped handles for comfort and grip, 15mm, .",,,,,,,,,,,,2.2,0.87,22.0,26.2,10.31,262.0,7,70.0,2.76,396,0.396,0.87
OX-P437901,"Concrete Screed 3-Pack Bundle - P021312, P021318, P021324",Wet Trade Hand Tools > Concreting Tools > Screeds & Straight Edges,OX-P437901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCX-N062,"Ultimate Wet Core-Concrete 1¼"" UNC - 62mm",Power Tool Accessories > Core Bits > Wet Core Bits,PCX-N062,"Ultimate wet diamond core drill for professional rig mounteduse, 21 1/4"" UNC (female) back end, 450mm drilling length, 10mm segment height, Applications: Flint and limestone aggregate concrete; light to medium reinforced concrete; universal building products",http://images.salsify.com/image/upload/s--ENs1s282--/gaiwyy9ov3p91bp1mubr.png,http://images.salsify.com/image/upload/s--ENs1s282--/gaiwyy9ov3p91bp1mubr.png,,http://images.salsify.com/image/upload/s--ENs1s282--/gaiwyy9ov3p91bp1mubr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spectrum Superior Wet Core-Concrete 1¼"" UNC - 62mm, the ultimate wet diamond core drill designed for professional rig-mounted use. Featuring a 1¼"" UNC (female) back end, 450mm drilling length, and 10mm segment height, it excels in drilling flint, limestone aggregate concrete, light to medium reinforced concrete, and universal building products.","Ultimate wet diamond core drill for professional rig mounteduse, 21 1/4"" UNC (female) back end, 450mm drilling length, 10mm segment height, Applications: Flint and limestone aggregate concrete; light to medium reinforced concrete; universal building products",,,,,,,,,,,,9,,90.0,52.5,,525.0,9,90.0,,2020,2.02,4.23
OX-W5555 : OX-W555506,OX Ultra Engineered Long Sleeve Top Charcoal - XXL,Tool Storage > Workwear > Shirts,OX-W5555 : OX-W555506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-T601017,OX Trade Tool Organiser - Large,Tool Storage > Hard Storage > Organizers,OX-T601017,,http://images.salsify.com/image/upload/s--VUlu2Qsg--/xw9aafgzrass8kqmttvt.png,http://images.salsify.com/image/upload/s--VUlu2Qsg--/xw9aafgzrass8kqmttvt.png,http://images.salsify.com/image/upload/s--3CP0dqm4--/uekimqsxvw9afjnigtkw.jpg,http://images.salsify.com/image/upload/s--7IRsz_uW--/qh9vmgeyr9gk6oiobglw.png,,,,,,,,,,http://images.salsify.com/image/upload/s--4uRiHwxm--/kcwk119qizjj0nudmpvg.png,http://images.salsify.com/image/upload/s--IUAeY3vN--/whwn84io3gebuexj4qrg.png,http://images.salsify.com/image/upload/s--Xd-JKbFf--/sr5ngmlwvnyao9qwotks.png,http://images.salsify.com/image/upload/s--HRWe4rM7--/uieakhghg3sdv0hg4hhe.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,,375.0,6.7,,67.0,29,290.0,,830,0.83,
ZCA125/22,Ultimate Zebra Diamond Blade - Abrasive / Dual - 125/22.23mm,Power Tool Accessories > Diamond Blades > Concrete/Masonry Blades,ZCA125/22,"Dual purpose blade with 10mm segment height, Featuring 'wedge segment' undercut protection, narrow gullet, Applications: Dual purpose concrete & asphalt, abrasive materials and abrasive concrete products (e.g. roof tiles, blocks)",http://images.salsify.com/image/upload/s--_Wf-pH3M--/bwnlx6xe2jtgypk5g6ev.jpg,http://images.salsify.com/image/upload/s--_Wf-pH3M--/bwnlx6xe2jtgypk5g6ev.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--su3i2Lla--/of0tllxmyae8elfddsew.pdf,,,,"The Ultimate Zebra Diamond Blade - Abrasive / Dual - 125/22/23mm  is a dual-purpose blade that prefectly cuts through both asphalt and concrete. It comes with a 10mm segment height, wedge segment’ undercut protection and a narrow gullet.","Dual purpose blade with 10mm segment height, Featuring 'wedge segment' undercut protection, narrow gullet, Applications: Dual purpose concrete & asphalt, abrasive materials and abrasive concrete products (e.g. roof tiles, blocks)",http://images.salsify.com/image/upload/s--su3i2Lla--/of0tllxmyae8elfddsew.pdf,,,,,,,,,,,0.2,,2.0,15.5,,155.0,13.5,135.0,,150,0.15,0.32407953
OX-D453301,OX Ultraflex Floor Cardboard Display,Marketing & Promotional > Merchandising > POP Displays,OX-D453301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1,2.2
OX-TU10-8,"Trade Turbo Universal/Hard Diamond Blade | Diameter: 8"" / 203mm | Bore: DM-7/8"" - 5/8"" / 22mm - 15mm",Power Tool Accessories > Diamond Blades > Multi-Purpose Blades,OX-TU10-8,,http://images.salsify.com/image/upload/s--M8yrdwZa--/uezvtf8cczxbadevbzxq.jpg,http://images.salsify.com/image/upload/s--M8yrdwZa--/uezvtf8cczxbadevbzxq.jpg,,http://images.salsify.com/image/upload/s--M8yrdwZa--/uezvtf8cczxbadevbzxq.jpg,,,,,,,,,,http://images.salsify.com/image/upload/s--FFQWQvZE--/paof7f87ijhn5kizehri.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,8.27,210.0,1,0.39,10.0,24,240.0,9.45,300,0.3,0.3
